kode_item,nama_item,kategori,satuan,harga_pokok,harga_jual
593,KISS CHERRY,PERMEN,PCS,6041.67,7500.0
594,SEDAP KARI SPESIAL,SEDAP,PCS,2648.53,2850.0
595,GOOD DAY BTL ORIGINAL,MINUMAN,PCS,4972.92,5500.0
596,GULA MADURA,BUMBU,KG,19500.0,20500.0
597,ALAMO 600ml,MINUMAN,PCS,1500.0,2000.0
598,GULA KEREK,CAMILAN,KG,16600.0,17500.0
599,KRUPUK MARIMAR BAWANG,KRUPUK,KG,29500.0,32000.0
600,KRUPUK UDANG BAKUNG,KRUPUK,KG,29000.0,32000.0
601,KRUPUK GUNTING,KRUPUK,KG,13600.0,15000.0
602,BABY HAPPY L,PAMPES,RNTNG,9071.88,10079.86
603,AQUA 600ML,MINUMAN,PCS,1804.17,2500.0
604,AQUA 1500ML,MINUMAN,PCS,4250.0,4500.0
605,NABATI RICHEESE 2.000,NABATI,PCS,1506.25,1748.93
606,NABATI COKLAT,NABATI,PCS,1500.0,1750.0
607,CLEO BTL MINI 220ML,MINUMAN,PCS,750.0,1000.0
608,SEDAP SINGAPURA SPICY LAKSA,SEDAP,PCS,2625.0,2800.0
609,SEDAP WHITE CURRY,SEDAP,PCS,2562.5,2650.0
610,TALI RAFIA 1/4,OBAT,PCS,3975.0,4500.0
611,SHAMPO EMERON,SHAMPO,RNTNG,4047.62,4500.0
612,KOSONG,NOL,PCS,4047.62,4346.59
613,KEPOMPONG 5KG,BERAS,KG,15500.0,15000.0
614,KEPOMPONG 10 KG,BERAS,KG,14800.0,15000.0
615,KEPOMPONG 25KG,BERAS,KG,14800.0,15600.0
616,TEH CANDI,MINUMAN,PCS,6500.0,7000.0
617,BAYGON SPRAY,OBAT,PCS,30000.0,32000.0
618,abc,CAMILAN,KG,14700.0,15000.0
619,DOWNY SUNRISE FRESH 600ML,SBN,PCS,20000.0,22000.0
620,DOWNY PASSION 600 ML,SBN,PCS,20000.0,22000.0
621,DOWNY ADORABLE 600ML,SBN,PCS,20000.0,22000.0
622,DOWNY MYSTIQUE 600ML,SBN,PCS,20000.0,22000.0
623,DOWNY FLORAL PINK 600ML,SBN,PCS,20000.0,22000.0
624,SOFTEX DAUN SIRIH isi 2,PEMBALUT,PCS,10833.33,11750.0
625,CHOCOLATOS CREMY,MINUMAN,RNTNG,19100.0,19500.0
626,CHOCOLATOS VANILA,MINUMAN,RNTNG,18860.0,19500.0
627,CHOCOLATOS MATCHA,MINUMAN,RNTNG,18875.0,19500.0
628,INTERMI PEDAS,INDOMIE,PCS,1300.0,1500.0
629,INDOMIE SOTO SPESIAL,INDOMIE,PCS,2700.0,2900.0
630,SARIMI GELAS SOTO,INDOMIE,RNTNG,8041.67,8500.0
631,CABE KERING,REMPAH,KG,62500.0,66818.18
632,SAOS TOMAT 135ML,SAOS,PCS,5000.0,5500.0
633,SAOS SAMBAL EX PDS 135ML,SAOS,PCS,5900.0,6500.0
634,SAOS SAMBAL PEDAS 135ML,SAOS,PCS,5900.0,6500.0
635,SAOS SAMBAL PEDAS 275ML,SAOS,PCS,10500.0,11500.0
636,SAOS TOMAT 275ML,SAOS,PCS,8800.0,9500.0
637,INDOMILK COKLAT SKM 370G,SUSU,PCS,10729.17,11500.0
638,DOWNY SUNRISE FRESH 950ML,SBN,PCS,29900.0,32000.0
639,DOWNY MYSTIQUE 950ML,SBN,PCS,30000.0,32000.0
640,KEJU PROCHIZ GOLD RNTNG,KUE,RNTNG,13500.0,14000.0
641,KEJU WINCHEEZ,KUE,PCS,11437.5,12500.0
642,INDOMILK COKLAT 545g,SUSU,PCS,15000.0,15000.0
643,GARAM ASEM,MINUMAN,PCS,2000.0,2500.0
644,KACANG KUPAS KECIL,BUMBU,KG,32291.67,34000.0
645,AUTAN,OBAT,PCS,390.62,500.0
646,NIPIS MADU,MINUMAN,PCS,3125.0,4000.0
647,FANTA BESAR,SODA,PCS,3583.33,4000.0
648,SPRITE 390ML,SODA,PCS,3658.33,4000.0
649,DAIRY CHAMP 1KG,SUSU,PCS,22000.0,23500.0
650,SANTAN BUBUK,BUMBU,RNTNG,7833.33,8500.0
651,MAKARONI ANGGUR,KRUPUK,PCS,16000.0,20000.0
652,TEH DANDANG,MINUMAN,PCS,3300.0,3750.0
653,PUSAKO ECER,CAMILAN,PCS,80.0,125.0
654,TOP CAPOCINO,KOPI,RNTNG,17500.0,18500.0
655,ANTANGIN,OBAT,PCS,3591.67,4000.0
656,AOKA GULUNG COKLAT,ROTI,PCS,1666.67,1800.0
657,AOKA GULUNG  KEJU,ROTI,PCS,1666.67,1800.0
658,AOKA GULUNG PANDAN,ROTI,PCS,1666.67,1800.0
659,AOKA PANDA COKLAT,ROTI,PCS,1666.67,1800.0
660,AOKA PANDA VANILA,ROTI,PCS,1666.67,1800.0
661,AOKA PANDA PANDAN,ROTI,PCS,1666.67,1800.0
663,AOKA KOTAK BLUBERY,ROTI,PCS,1833.33,1950.0
664,AOKA KOTAK KEJU,ROTI,PCS,1833.33,1950.0
665,AOKA KOTAK COKLAT,ROTI,PCS,1833.33,1950.0
666,AOKA KOTAK STROERY,ROTI,PCS,1833.33,1950.0
667,AOKA KOTAK VANILA,ROTI,PCS,1833.33,1950.0
668,ZAFIRA BTL 400ML,MINYAK,PCS,8583.33,9000.0
669,TEA JUS LEMON,RASA RASA,RNTNG,2972.22,3250.0
670,TEA JUS GULA BATU,RASA RASA,RNTNG,2916.67,3250.0
671,TEA JUS APEL,RASA RASA,RNTNG,2966.67,3250.0
672,TEA JUS MELATI,RASA RASA,RNTNG,2972.22,3256.09
673,HAPPY TOS,CAMILAN,RNTNG,16600.0,17500.0
674,ALAMO BESAR,MINUMAN,PCS,2708.33,4000.0
675,KECAP SEDAP HIJAU,KECAP,PCS,1555.56,2000.0
676,NUTRIJEL COKLAT,AGAR AGAR,PCS,2358.33,3000.0
677,NUTRIJEL ANGGUR,AGAR AGAR,PCS,1666.67,2000.0
678,NUTRIJEL KELAPA,AGAR AGAR,PCS,1666.67,2000.0
679,NUTRIJEL BLUBERRY,AGAR AGAR,PCS,1666.67,2000.0
680,NUTRIJEL JAMBU,AGAR AGAR,PCS,1666.67,2000.0
681,NUTRIJEL MELON,AGAR AGAR,PCS,1666.67,2000.0
682,NUTRIJEL LECI,AGAR AGAR,PCS,1666.67,2000.0
683,NUTRIJEL JERUK,AGAR AGAR,PCS,1666.67,2000.0
684,NUTRIJEL STROBERY,AGAR AGAR,PCS,1666.67,2000.0
685,NUTRIJEL CINCAU,AGAR AGAR,PCS,1666.67,2000.0
686,NUTRIJEL TANPA RASA,AGAR AGAR,PCS,1666.67,2000.0
687,KACANG KUPAS BESAR,BUMBU,KG,33333.33,35000.0
688,BIO 500,BUMBU,PCS,2468.75,2750.0
689,ZAFIRA 4.5L,MINYAK,PCS,83000.0,98000.0
690,SRIGUNTING HIJAU,AGAR AGAR,PCS,1979.17,2500.0
691,SRIGUNTING PUTIH,AGAR AGAR,PCS,1979.17,2500.0
692,TALI RAFIA 1/2,CAMILAN,PCS,7750.0,10000.0
693,TALI RAFIA 1KG,CAMILAN,PCS,15900.0,18000.0
694,POP ICE TARO,RASA RASA,RNTNG,10604.0,11250.0
695,POP ICE VANILA BLUE,RASA RASA,RNTNG,10604.0,11250.0
696,POP ICE MANGO,RASA RASA,RNTNG,10295.0,11250.0
697,POP ICE CAPOCINO,RASA RASA,RNTNG,10604.0,11250.0
698,POP ICE STROBERY,RASA RASA,RNTNG,10600.0,11250.0
699,POP ICE COKLAT,RASA RASA,RNTNG,10688.0,11250.0
700,POP ICE AVOCADO,RASA RASA,RNTNG,10688.0,11679.46
701,POP ICE MELON,RASA RASA,RNTNG,10604.0,11250.0
702,POP ICE PERMEN KARET,RASA RASA,RNTNG,10688.0,11250.0
703,BEDAK CUSSON 100+30G,SBN,PCS,9300.0,11000.0
704,BEDAK CUSSONS BABY 260G,SBN,PCS,12000.0,13500.0
705,KETUMBAR 1KG,REMPAH,ONS,1850.0,3000.0
706,KECAP PIRING,KECAP,PCS,18875.0,20000.0
707,KEMIRI 1kg,REMPAH,ONS,4700.0,6558.14
708,BON CABE LEVEL 30,CAMILAN,PCS,960.0,1000.0
709,BON CABE LEVEL 50,CAMILAN,PCS,965.2,1000.0
710,BON CABE LEVEL 15,CAMILAN,PCS,962.5,1000.0
711,KOBE SERBAGUNA,TEPUNG,RNTNG,7916.67,8500.0
712,SAANG 1KG,REMPAH,ONS,15300.0,18000.0
713,PILUS PEDAS,CAMILAN,RNTNG,4158.0,4500.0
714,PILUS RUMPUT LAUT,CAMILAN,RNTNG,4158.0,4500.0
715,PILUS SAPI PANGGANG,CAMILAN,RNTNG,4158.0,4500.0
716,PILUS MIE GORENG,CAMILAN,RNTNG,8316.0,9000.0
717,PILUS ABON PANGGANG,CAMILAN,RNTNG,4158.0,4500.0
718,PILUS FRIED CHICKEN,CAMILAN,RNTNG,8300.0,9000.0
719,KOSONG,NOL,KG,38500.0,40000.0
720,KEJU PROCHIZ GOLD,KUE,PCS,10500.0,11500.0
721,SAMBAL FRIED CHICKEN SASHET,SAOS,RNTNG,4217.5,5000.0
722,SAMBAL INDOFOOD PEDAS SHASET,SAOS,RNTNG,9285.71,10000.0
723,BLUE BAND,MENTEGA,KG,32000.0,35000.0
724,LARUTAN BADAK KLG DWSA,MINUMAN,PCS,5359.68,6500.0
725,KOSONG,NOL,PCS,5359.68,6500.0
726,KOSONG,NOL,PCS,5359.68,6500.0
727,LARUTAN BADAK T,MINUMAN,PCS,5342.0,5729.17
728,LARUTAN BADAK K,MINUMAN,PCS,3044.16,3500.0
729,LARUTAN BADAK B,MINUMAN,PCS,6882.0,8341.82
730,KOSONG,NOL,RNTNG,4047.62,4500.0
731,KOSONG,NOL,RNTNG,4047.62,4500.0
732,KOSONG,NOL,RNTNG,4047.62,4500.0
733,KOSONG,NOL,RNTNG,4142.86,4500.0
734,KOSONG,NOL,RNTNG,4250.0,4725.0
735,SAYANG 220G,SBN,PCS,2618.06,5000.0
736,TEH GELAS BTL,MINUMAN,PCS,1770.83,2500.0
737,KACANG IJO KUPAS,CAMILAN,KG,31000.0,33000.0
738,WIJEN,KUE,KG,35000.0,40000.0
739,FINTO MERAH,RASA RASA,RNTNG,3097.22,3500.0
740,TOP MURNI 165GRAM,KOPI,PCS,18125.0,19000.0
741,ROYCO AYAM 220G,BUMBU,PCS,8666.67,9500.0
742,PROTEX DAUN SIRIH,PEMBALUT,RNTNG,4250.0,5000.0
743,JAVANA,MINUMAN,PCS,2052.08,2500.0
744,kosong,NOL,RNTNG,4260.0,4850.0
755,SLAI OLAI 192G,CAMILAN,PCS,7860.0,8500.0
756,CHOCHOLATOS COKLAT,MINUMAN,RNTNG,18875.0,18850.0
757,SARI GANDUM,CAMILAN,PCS,1666.67,2000.0
758,RINSO PK 1.000,SBN,RNTNG,4380.95,4850.0
759,SHINZUI CAIR,SBN,PCS,19000.0,21000.0
760,MALKIST ABON,CAMILAN,PAK,8500.0,9000.0
761,MALKIST COKLAT,CAMILAN,PAK,8500.0,9000.0
762,KOSONG,NOL,PCS,750.0,850.0
763,KOSONG,NOL,PCS,750.0,850.0
764,KRESEK UK 15,CAMILAN,KG,22500.0,23500.0
765,KRESEK UK 24,CAMILAN,KG,31000.0,33000.0
766,KRESEK UK 28,CAMILAN,KG,31000.0,33000.0
767,KRESEK 32,CAMILAN,KG,17000.0,18000.0
768,PLASTIK 1KG,CAMILAN,PCS,3300.0,4000.0
769,PLASTIK 1/2,CAMILAN,PCS,4500.0,5000.0
770,MINYAK KITA BTL 1L,MINYAK,PCS,17500.0,19384.62
771,TEPUNG TERIGU,TEPUNG,KG,6980.0,8000.0
772,CHOCOLATOS 500,CAMILAN,PCS,399.31,500.0
773,PIATOS 1000,CAMILAN,PCS,875.0,900.0
774,PIATOS 2000,CAMILAN,PCS,1650.0,2000.0
775,TARO 2000,CAMILAN,PCS,1600.0,2000.0
776,SUPER STAR,CAMILAN,PCS,833.12,997.75
777,kosong,NOL,PCS,3950.0,5000.0
778,MAMAKU BALADO,CAMILAN,PCS,4250.0,4500.0
779,EKOMIE GORENG,SEDAP,PCS,1272.5,1500.0
780,INDOMIE SOTO KOYA PEDAS,INDOMIE,PCS,2675.0,2900.0
781,INDOMI SEBLAK,INDOMIE,PCS,2725.0,3000.0
782,INDOMI BANG LADES,INDOMIE,PCS,2850.0,3000.0
783,TOP ICE VANILA,MINUMAN,RNTNG,3000.0,3250.0
784,TOP ICE STROBERY,MINUMAN,RNTNG,3000.0,3250.0
785,KOSONG,NOL,PAK,3000.0,3250.0
786,kosong,NOL,PCS,2118.06,2300.0
787,HARMONY,SBN,PCS,2125.0,2500.0
788,SAOS SAMBAL INDOSARI,SAOS,PCS,2450.0,3000.0
789,DETTOL,SBN,PCS,2395.83,2500.0
790,KOSONG,NOL,PCS,2395.83,2500.0
791,MIE KREMES ENAK,CAMILAN,PCS,812.5,900.0
792,KOPIKO,PERMEN,PAK,8975.0,10000.0
793,SARIMI BAWANG,INDOMIE,PCS,2715.0,2900.0
794,BIMOLI 2L,MINYAK,PCS,42800.0,44000.0
795,KINGKONG,OBAT,PCS,4333.33,5000.0
796,TESSA,TISU,PCS,8125.0,8500.0
797,KRUPUK ORANGE,KRUPUK,KG,17600.0,22956.52
978,BLUE BAND 1/4,MENTEGA,KG,8000.0,9000.0
979,kosong,NOL,PCS,1550.0,2000.0
980,TIC TAC SAPI PANGGANG,CAMILAN,RNTNG,8633.33,9000.0
981,TIC TAC MIX,CAMILAN,PCS,863.33,900.0
982,KORO KORO PEDAS,CAMILAN,RNTNG,8633.33,9000.0
983,KORO KORO ORIGINAL,CAMILAN,RNTNG,8633.33,9000.0
984,CHOCOLATOS DARK,CAMILAN,PAK,16718.75,17500.0
985,BOYKI,CAMILAN,RNTNG,8250.0,9000.0
986,ROSTA 1000,CAMILAN,PCS,797.5,1000.0
987,ROSTA 2000,CAMILAN,RNTNG,15675.0,17500.0
988,TARO 1000,CAMILAN,PCS,850.0,1000.0
989,WAFELLO 1000,CAMILAN,PAK,8500.0,9000.0
990,SPONGE COKLAT 2.000,CAMILAN,RNTNG,15833.33,17000.0
991,CHOKI CHOKI,CAMILAN,PCS,850.0,1000.0
992,KALPA,CAMILAN,PCS,1614.58,2000.0
993,SUKRO,CAMILAN,RNTNG,16650.0,17500.0
994,kosong,NOL,PAK,10041.67,10500.0
995,TWISKO 1000,CAMILAN,RNTNG,8250.0,9000.0
996,TWISKO 2000,CAMILAN,RNTNG,17000.0,17500.0
997,PILLOWS UNGU,CAMILAN,PCS,801.67,1000.0
998,PILLOWS COKLAT,CAMILAN,PCS,728.79,1000.0
999,CHOCHO CRUNCH,CAMILAN,PCS,1617.0,2000.0
